ImageName,Timestamp,Latitude,Longitude
Monika_0.jpg,2025-06-18 10:20:43 (Wednesday),12.9719,77.5937
Monika_1.jpg,2025-06-18 10:20:44 (Wednesday),12.9719,77.5937
